time,place,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,seasonal_6,seasonal_7,seasonal_8,seasonal_9,seasonal_10,seasonal_11,seasonal_12,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12
2017-02-28,7,-0.20833333333333334,0.29166666666666663,-0.20833333333333334,0.7916666666666666,-0.20833333333333334,0.12499999999999997,-0.20833333333333334,0.12499999999999997,-0.20833333333333334,0.12499999999999997,-0.20833333333333334,-0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-28,8,0.11090807635294848,0.11666533417927884,-0.14497475026177625,0.20876297693400186,-0.43775261727286013,-0.41906285327280685,-0.06781463144778743,0.9512310279992783,0.30604873154451256,-0.0046978252376844165,-0.31739511630445055,-0.3019183532126544,0.21409124530712922,0.19831624180514076,0.17655581781401244,0.1561340882366008,0.13497251433684754,0.11440018661648145,0.09492969007428252,0.07663621353636677,0.05909137183791736,0.041923483167395956,0.024896037000836854,0.00786801514176169
2017-02-28,16,-0.09722222222222221,0.4027777777777778,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,-0.09722222222222221,0.5694444444444444,-0.09722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-28,17,3.1383922924630383,-4.375895459542701,-1.2336179212607434,-3.3719277219483414,-1.5149466566032643,-0.6638713022911957,2.1939256421250173,4.4231354175762805,-0.9620117118210126,4.041371476304533,2.766369072534755,-4.440923127536367,19.583526573420112,18.96640615124064,18.306934340367512,17.637701871660965,16.95242326311376,16.241618674824462,15.511893643133144,14.7733645031696,14.037077473022666,13.309105329932297,12.59117999729736,11.883627251420993
2017-02-28,18,0.7922570745299382,-1.9391149456038999,3.932715424692879,-0.271702391172671,2.8125402756904556,-1.7919961430058575,-1.0705438540931718,-0.3469209124341952,-2.953636439541135,0.1107566698330233,1.1716631922210399,-0.44601795111640624,13.263996908106705,13.589552396033913,13.9201004995295,14.236835221538845,14.619040247537383,15.016044029737843,15.411041767341562,15.799020482737388,16.179074356205156,16.553367014177347,16.928043954942787,17.31126942053519
2017-02-28,19,0.1093369067581717,-0.04192417290135225,-0.47844860516890214,-1.2842097465082045,2.5750693219476606,-1.5771889789499947,-0.402118071884996,-0.5568420459549825,1.2930895336058197,1.4834158643189508,0.3424784455044623,-1.4626584507666334,5.000886023748076,5.226510236821359,5.4454308463275565,5.58716528322337,5.708263061357044,5.822216584470699,5.934629708568066,6.049174141418791,6.166511429596001,6.286623411674677,6.4075221066613945,6.5270059308652595
2017-02-28,20,1.0282143387363336,-0.8953861093414839,-2.431407796686173,3.45864251676845,-0.33911801405688147,-4.469202229599078,-0.9196085386028854,3.306726623873606,-2.4498836815270737,1.1539122318136545,2.4527848914424584,0.10432576717907444,7.647600007217824,7.365576064102481,7.154764446335628,7.188619443373828,7.286137045540666,7.383598601990783,7.474592288575137,7.566270284265019,7.668132337824391,7.785807791841982,7.926536015736702,8.096359576558106
2017-02-28,21,5.479178313696389,0.36091275058069194,3.9492443227125635,-5.847859202761526,-2.9788862109076284,0.8699475789098017,-1.6320523990962368,1.2104782425372087,2.7544831045143505,3.9980863065294,-3.7302611179190848,-4.43327168879593,18.012874168999055,18.183494054307733,18.337708364256407,18.32132268897007,18.200466775410806,18.038941510341832,17.863164734889633,17.68551802694888,17.51476787361734,17.35244027803044,17.193765484312905,17.030740416995776
2017-02-28,29,1.0055197440938581,2.081794935920282,1.0662524910148905,0.002601678425476983,1.6353125416667424,-1.0233132198968509,-1.3120805874651693,0.7475596625364955,0.46874157426422536,-2.8204817449293302,-1.1129504337313085,-0.7389566418993118,6.7125876416535135,6.465067259575871,6.250983809512398,6.157257032370673,6.0556035037500004,5.948553400969414,5.839611972666698,5.731782593974048,5.628605075897061,5.531888191912768,5.440843669122231,5.354494338224442
2017-02-28,30,2.162174495822192,0.8273643981963743,-1.3211879598572716,1.375926692200452,-1.9455082781804482,-2.607296090272758,-0.5918448260762438,2.4354037871685073,0.8082102467961323,-1.4648808050508255,-2.381596813170706,2.7032351524245963,13.679961640268028,13.54865761703607,13.514082032113677,13.66114795671614,13.78302932761697,13.881258245457486,13.971445274263752,14.067911910457752,14.180721339777337,14.313545122399296,14.469493499355885,14.649142603178678
